Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
83,4.0,0.0,0.0,672.0,3.0,105.0,6435.0,0.0,80.80599999999998,0.0,0.0,1796.2062530517578,,,,,,,,,,,,,,,,,,,,,32.39484304483969,24.96382858722127,77.55958308688257,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,787.0,4.0,115.0,6550.0,0.0,95.30499999999998,0.0,0.0,1807.2126960754395,,,,,,,,,,,,,,,,,,,,,40.863013069824845,28.70730808145497,90.78723718410116,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,918.0,5.0,131.0,6681.0,0.0,69.70700000000002,0.0,0.0,1819.5759723186493,,,,,,,,,,,,,,,,,,,,,29.997380113117774,18.141433268035325,65.90909548706023,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,1031.0,6.0,113.0,6794.0,0.0,66.30700000000002,0.0,0.0,1830.516193151474,,,,,,,,,,,,,,,,,,,,,23.87717784088282,19.222840223837316,63.736287743178885,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,1090.0,7.0,59.0,6853.0,0.0,37.007999999999996,0.0,0.0,1836.2687158584595,,,,,,,,,,,,,,,,,,,,,13.034666927956113,12.192011467262512,36.31154142255427,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1134.0,8.0,44.0,6897.0,0.0,24.50600000000002,0.0,0.0,1840.6844940185547,,,,,,,,,,,,,,,,,,,,,7.911813191124722,8.219961651047425,24.206268550422806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1233.0,9.0,99.0,6996.0,0.0,79.00699999999998,0.0,0.0,1850.1785995960236,,,,,,,,,,,,,,,,,,,,,31.990043997766264,25.11631834813497,75.99189343920614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1393.0,10.0,160.0,7156.0,0.0,101.20699999999982,0.0,0.0,1865.1064488887787,,,,,,,,,,,,,,,,,,,,,38.892650041174825,27.37036441973698,95.1744296783391,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1515.0,11.0,122.0,7278.0,0.0,92.606,0.0,0.0,1876.7465178966522,,,,,,,,,,,,,,,,,,,,,38.781537488428945,27.154971797282794,88.05066570716029,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1779.0,12.0,264.0,7542.0,0.0,155.90499999999986,0.0,0.0,1901.7255687713623,,,,,,,,,,,,,,,,,,,,,70.36508807880557,41.33598200596547,137.603686516542,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1816.0,13.0,37.0,7579.0,0.0,19.30600000000002,0.0,0.0,1905.3175683021545,,,,,,,,,,,,,,,,,,,,,6.096404266844366,6.504036981722916,19.11865122592739,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,2012.0,14.0,196.0,7775.0,0.0,145.606,0.0,0.0,1923.9773178100586,,,,,,,,,,,,,,,,,,,,,60.19032376935192,41.87162324924189,134.0767158962838,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,2159.0,15.0,147.0,7922.0,0.0,105.005,0.0,0.0,1938.2400908470154,,,,,,,,,,,,,,,,,,,,,47.35840564789318,29.418641738837252,98.23969552110637,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,2199.0,16.0,40.0,7962.0,0.0,24.206000000000017,0.0,0.0,1942.4345335960388,,,,,,,,,,,,,,,,,,,,,8.339707468765306,8.267228050678847,23.920228237496143,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,2256.0,17.0,57.0,8019.0,0.0,30.206000000000024,0.0,0.0,1948.1566076278687,,,,,,,,,,,,,,,,,,,,,9.693914893040176,9.61103986694674,29.71284282390169,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2277.0,18.0,21.0,8040.0,0.0,7.006,0.0,0.0,1950.4005925655365,,,,,,,,,,,,,,,,,,,,,1.9275403023564408,2.3811644055010115,6.979473621419732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2441.0,19.0,164.0,8204.0,0.0,80.60599999999988,0.0,0.0,1966.1901834011078,,,,,,,,,,,,,,,,,,,,,34.4838726649476,23.21561518538701,75.10077132482695,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2813.0,20.0,372.0,8576.0,0.0,267.70700000000033,0.0,0.0,2001.3310461044312,,,,,,,,,,,,,,,,,,,,,101.215296368848,69.04743188783172,230.51571065639072,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,721.0,1.0,721.0,9297.0,0.0,467.50600000000077,0.0,0.0,2512.8699295520782,,,,,,,,,,,,,,,,,,,,,175.63612051433455,98.30464481653269,341.5551258056504,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,1046.0,2.0,325.0,9622.0,0.0,265.70500000000004,0.0,0.0,2543.7056198120117,,,,,,,,,,,,,,,,,,,,,116.44269811098863,68.27556013471202,228.3175298561111,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,1252.0,3.0,206.0,9828.0,0.0,168.30799999999996,0.0,0.0,2563.169123649597,,,,,,,,,,,,,,,,,,,,,69.04286973833719,49.44765163233261,154.39380204418893,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,1313.0,4.0,61.0,9889.0,0.0,40.20799999999999,0.0,0.0,2569.2404482364655,,,,,,,,,,,,,,,,,,,,,14.885062006611948,13.070441496721687,39.37872929746231,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,1418.0,5.0,105.0,9994.0,0.0,66.80799999999999,0.0,0.0,2579.3114471435547,,,,,,,,,,,,,,,,,,,,,27.911578860176217,20.099838042299,64.00523067580241,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1477.0,6.0,59.0,10053.0,0.0,40.806,0.0,0.0,2585.1437759399414,,,,,,,,,,,,,,,,,,,,,15.17444155677989,13.543563431485834,39.990649256012766,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1540.0,7.0,63.0,10116.0,0.0,38.30500000000001,0.0,0.0,2591.1545071601868,,,,,,,,,,,,,,,,,,,,,14.16129469599889,11.661660632408536,37.48777649937433,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1798.0,8.0,258.0,10374.0,0.0,178.80499999999986,0.0,0.0,2616.0375175476074,,,,,,,,,,,,,,,,,,,,,72.63456187615543,49.45482402663016,160.3858944389354,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1927.0,9.0,129.0,10503.0,0.0,75.40599999999996,0.0,0.0,2628.3056440353394,,,,,,,,,,,,,,,,,,,,,29.38962971149564,21.189584883982967,71.75818237378228,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,2163.0,10.0,236.0,10739.0,0.0,140.10999999999987,0.0,0.0,2650.9218623638153,,,,,,,,,,,,,,,,,,,,,60.33521290098996,36.92631494833279,126.1230096516601,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,2296.0,11.0,133.0,10872.0,0.0,95.10799999999998,0.0,0.0,2663.841676235199,,,,,,,,,,,,,,,,,,,,,40.373874150511085,28.9206503207294,89.91802086168455,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,2447.0,12.0,151.0,11023.0,0.0,93.306,0.0,0.0,2678.5917522907257,,,,,,,,,,,,,,,,,,,,,42.24171925951825,26.875852438768177,87.10161652324273,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,2475.0,13.0,28.0,11051.0,0.0,12.606999999999994,0.0,0.0,2681.5203149318695,,,,,,,,,,,,,,,,,,,,,3.670950163517234,4.341011358150633,12.529259384931999,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,2621.0,14.0,146.0,11197.0,0.0,114.80699999999999,0.0,0.0,2695.148393392563,,,,,,,,,,,,,,,,,,,,,49.41374856656255,34.735452788289706,107.80810110338751,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,2757.0,15.0,136.0,11333.0,0.0,71.80700000000007,0.0,0.0,2708.117133617401,,,,,,,,,,,,,,,,,,,,,29.489182626187493,20.563326402140362,67.93226776610295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2798.0,16.0,41.0,11374.0,0.0,21.80800000000002,0.0,0.0,2712.176712989807,,,,,,,,,,,,,,,,,,,,,6.7853450595364,7.378904706434382,21.572925129893665,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2834.0,17.0,36.0,11410.0,0.0,20.605000000000015,0.0,0.0,2715.7338581085205,,,,,,,,,,,,,,,,,,,,,7.03706320304639,6.96301301947331,20.392430192645435,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2855.0,18.0,21.0,11431.0,0.0,7.1049999999999995,0.0,0.0,2717.987883090973,,,,,,,,,,,,,,,,,,,,,2.0024057909398523,2.4000304161265262,7.077096594482633,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,3132.0,19.0,277.0,11708.0,0.0,228.70600000000002,0.0,0.0,2744.3142948150635,,,,,,,,,,,,,,,,,,,,,105.31072294026089,64.67225092628541,199.9345990089669,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,3495.0,20.0,363.0,12071.0,0.0,309.305,0.0,0.0,2778.096258878708,,,,,,,,,,,,,,,,,,,,,131.23507256772544,76.27068410520396,262.19078804321407,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,293.0,1.0,293.0,12364.0,0.0,220.206,0.0,0.0,3370.831773519516,,,,,,,,,,,,,,,,,,,,,94.6610891866201,58.68836290923953,192.85581965180432,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,566.0,2.0,273.0,12637.0,0.0,246.505,0.0,0.0,3397.2356522083282,,,,,,,,,,,,,,,,,,,,,109.20864357709554,64.01667898193283,217.12507332502975,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,743.0,3.0,177.0,12814.0,0.0,97.12499999999991,0.0,0.0,3413.9931066036224,,,,,,,,,,,,,,,,,,,,,29.903204701179817,29.229036201841126,92.01607289761351,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,1164.0,4.0,421.0,13235.0,0.0,280.40499999999986,0.0,0.0,3453.936668395996,,,,,,,,,,,,,,,,,,,,,119.92226614902114,67.38954389100688,230.37825207716438,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,1481.0,5.0,317.0,13552.0,0.0,256.60499999999996,0.0,0.0,3483.408690214157,,,,,,,,,,,,,,,,,,,,,109.52896801639682,67.71083165497086,222.32875231467946,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1590.0,6.0,109.0,13661.0,0.0,82.106,0.0,0.0,3493.970775604248,,,,,,,,,,,,,,,,,,,,,34.84959351429834,24.354435464490223,78.46424433135985,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1660.0,7.0,70.0,13731.0,0.0,47.406,0.0,0.0,3500.985565662384,,,,,,,,,,,,,,,,,,,,,17.662961843094486,15.233154421801357,46.26207055001285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,2054.0,8.0,394.0,14125.0,0.0,254.10799999999966,0.0,0.0,3538.8576798439026,,,,,,,,,,,,,,,,,,,,,106.38022347565328,60.50134446712669,212.61921776690858,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,2183.0,9.0,129.0,14254.0,0.0,92.20499999999998,0.0,0.0,3551.12348818779,,,,,,,,,,,,,,,,,,,,,38.7924259252748,25.8893588856592,87.37544056132165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,2337.0,10.0,154.0,14408.0,0.0,65.40500000000007,0.0,0.0,3566.3184542655945,,,,,,,,,,,,,,,,,,,,,31.841735870617573,15.227354452296181,60.62255716770314,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,2447.0,11.0,110.0,14518.0,0.0,47.80700000000006,0.0,0.0,3576.8884654045105,,,,,,,,,,,,,,,,,,,,,12.423988143956613,14.133639921030616,46.533381533850935,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,2766.0,12.0,319.0,14837.0,0.0,219.30599999999998,0.0,0.0,3607.278087615967,,,,,,,,,,,,,,,,,,,,,93.53784614812193,57.45375036885824,189.8469310940061,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,2799.0,13.0,33.0,14870.0,0.0,15.607999999999993,0.0,0.0,3610.5302081108093,,,,,,,,,,,,,,,,,,,,,4.616320211332249,5.298523383885979,15.486619184776405,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,3060.0,14.0,261.0,15131.0,0.0,164.0079999999998,0.0,0.0,3635.6399998664856,,,,,,,,,,,,,,,,,,,,,58.92153176431783,46.26242534566834,148.92718565363478,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,3196.0,15.0,136.0,15267.0,0.0,99.406,0.0,0.0,3648.6845111846924,,,,,,,,,,,,,,,,,,,,,45.923829691660785,28.137352017440147,93.34695973444332,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
